record_id,container_path,member_path,nested_depth,size_bytes,compressed_bytes,crc32,sha256,extension,phase,artifact_type,evidence_role,status,duplicate_group
Z000639,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/roadmap/03_v0.6之后的研究程序.md,0,1932,1345,379e410f,405dffa5e4b93813c61c812886646f3dea060c1ec44381e7709d8bc08aeac124,md,v0.7-opc-focus,research-program,supporting-material,zip-member,D0198
Z000640,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/roadmap/04_v0.7之后研究计划.md,0,2511,1627,d198110c,8410b1475e74de1ad658ef356a31f8cabc1f2308bc961bea8f95b7b7df64280e,md,v0.7-opc-focus,research-program,supporting-material,zip-member,
Z000641,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/sources/SOURCE_INDEX.json,0,21107,6412,f40b1c24,54c563d4693df49504f4bc7bdc1bb7ef1aa565522018b5c136e62bd2bf4d6297,json,v0.7-opc-focus,structured-data,supporting-material,zip-member,D0271
Z000642,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/spec/01_最小协议内核_v0.4.md,0,5728,3123,27cc81cb,8ce9bf2bb9f9036f984396ed37b16fddc07b829626deb487ec9d1f26eb073154,md,v0.7-opc-focus,specification-or-protocol,supporting-material,zip-member,D0461
Z000643,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/spec/01_最小协议内核_v0.5.md,0,7029,3723,6ac3b698,e0dabfab029d13613d707263c106753a2311aa79670f2b421040f8abf8522a90,md,v0.7-opc-focus,specification-or-protocol,supporting-material,zip-member,D0765
Z000644,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/spec/02_OPC全流程系统规范_v0.7.md,0,4031,2416,6625e7aa,f6025ebc96cbddcf3d84684fb491a7fb9ef3550e8d3f36ab81108fd1efb30472,md,v0.7-opc-focus,specification-or-protocol,supporting-material,zip-member,D0838
Z000645,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/spec/object_materialization_decisions.json,0,2358,850,6968ee52,ca48ba503bd3ebf996d730f5841999826a9da81998d123d444ec92c0bab2dffa,json,v0.7-opc-focus,specification-or-protocol,supporting-material,zip-member,D0677
Z000646,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/01_统一理论重建_v0.4.md,0,22220,10551,659180d5,c29dc4212e5e8bedb59098d4381b39a84f39be8e65b9f11d55795e3ccf75e1b6,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0645
Z000647,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/01_统一理论重建_v0.5.md,0,19884,9431,f3934057,cade753ff50a583c3cddcbbd5ba629115deab8819eafc50b1a55304dae5a6aad,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0681
Z000648,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/02_关系模式操作化_v0.4.md,0,12905,6351,98582563,67fb11d5150a706e4935e9fe7a351e3d4095ff4645553d2c066faf4bd4062d63,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0336
Z000649,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/02_关系模式操作化_v0.5.md,0,14564,7098,43665df8,956136f723c3c2554e9f2ee492a846993a7f2308d53ef1a48f5f161157bbc424,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0496
Z000650,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/03_最小本体与概念收敛_v0.4.md,0,10117,5183,93cf37a5,82f063338a2cc2eec7aa2858d6d85e74d857af449feb6f90ebcca65c8a7a1694,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0426
Z000651,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/03_最小本体与概念收敛_v0.5.md,0,11012,5568,dcda5932,7700528e85aea0b1caa2674e76d53594f8077798a6d88fab56554ed126ff980e,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0385
Z000652,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/04_形式命题与可反驳条件_v0.4.md,0,8461,4536,9494599c,870103c4ce6027ad4ab3383a84c2f7e0046288bbcc44f3c2a814de1d9cb8e396,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0443
Z000653,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/04_形式命题与可反驳条件_v0.5.md,0,8413,4639,5404b9dd,533b1a2046e8147f0a530c8ffbcf133a86bc55db883e0ea6bd8c5fc1249338b3,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0261
Z000654,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/05_公开现实证据后的理论修订_v0.5.md,0,6250,3611,2cd7453f,386af94250e19df51fd8be26808be3a5fd97d0dc6bf03f911d0d42ff7f6d4862,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0179
Z000655,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/05_公开现实证据后的理论修订_v0.6.md,0,6333,3689,ab62d26a,d04da75f747aa76435a567aa7fe54411e55ddf1286410f16cf3389f3e94286ed,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0701
Z000656,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/05_证据拓扑与公开材料边界_v0.5.md,0,3892,1897,4588398f,4bab6b8b8cd98dbd35486cb57a5d2a2bde4ef22577c0138a618f341fb6bb2b7e,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0238
Z000657,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/06_制度框架_关系版本与Standing_v0.6.md,0,2975,1915,4882c4bc,b700a251ce5a6bdd637c089f8b6ae28af0b09c3db701d9edbb844bb9756c5445,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0604
Z000658,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/07_Enacted_Schema_稳定向量与编译_v0.6.md,0,2722,1688,23465857,6a2b889c710734800e3992c2034ade4a3e4391739b609ca8ff615a3cb39418b4,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0339
Z000659,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,Towow_A2A_Independent_Research_v0.7/theory/08_OPC_主权代理操作系统_v0.7.md,0,6408,3652,506c5e18,c4e558cd70dea7759c6f45778fd0616a5226447056e1a19e33e1819939687015,md,v0.7-opc-focus,theory,synthesis-or-claim,zip-member,D0658
Z000660,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/README.md,0,2268,1244,7ce7ba8e,10d99739258668c5381bb42190d84a12e67ef702dba8f7c7f0a1870723b258ae,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0055
Z000661,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/00_EXECUTIVE_SYNTHESIS_v0.6.md,0,3666,2264,397c3101,a196141a028b8bf12363eb6fafdaa15785a8477c7508b117693c2f94a1e7e139,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0532
Z000662,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/01_CURRENT_RESEARCH_STATE_v0.6.md,0,1349,929,f36b7562,8d00e87851b00963ed3d47da3c109eae886d0361eb3ddecede8c2098fc70126e,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0463
Z000663,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/methods/02_跨制度公开过程编码手册_v0.6.md,0,3638,2236,25ad3335,b38ba94416be138fbac3daa7aaa0ddeaac6e52315d0b08b881d3fc88c677aca3,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0588
Z000664,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/theory/06_制度框架_关系版本与Standing_v0.6.md,0,2975,1915,4882c4bc,b700a251ce5a6bdd637c089f8b6ae28af0b09c3db701d9edbb844bb9756c5445,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0604
Z000665,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/theory/07_Enacted_Schema_稳定向量与编译_v0.6.md,0,2722,1688,23465857,6a2b889c710734800e3992c2034ade4a3e4391739b609ca8ff615a3cb39418b4,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0339
Z000666,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/evidence/07_七案跨案例综合_v0.6.md,0,3232,2024,9581f840,c7e7116ba8634776b0f3d9e0ed12da7693ef5da32f196732326600d812d5d53e,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0670
Z000667,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/roadmap/03_v0.6之后的研究程序.md,0,1932,1345,379e410f,405dffa5e4b93813c61c812886646f3dea060c1ec44381e7709d8bc08aeac124,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0198
Z000668,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_manifest_v0.6.json,0,38158,9826,078eab29,27db76fa84d5a02eb10d604c248783a5dcbc100f8b1f248416e55371656ade7a,json,v0.6-public-process,manifest,archival-calibration,zip-member,D0134
Z000669,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/claim_requirements_v0.6.json,0,3286,1103,ca701a7e,da720de34e207852aa770f6dd9ad241d8383ff100951e3e5ec88020ed728d703,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0744
Z000670,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/sources/SOURCE_INDEX.json,0,21107,6441,f40b1c24,54c563d4693df49504f4bc7bdc1bb7ef1aa565522018b5c136e62bd2bf4d6297,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0271
Z000671,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/qa/V0_6_QA.md,0,438,245,9807e4d5,6c1fc67d9f992601e39a99f5f7f04c5ccd8c3d236e11aaad4f518415b7670d7b,md,v0.6-public-process,qa-or-test,archival-calibration,zip-member,D0347
Z000672,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/qa/V0_6_QA.json,0,13450,3606,59d78e71,bcf1acd1f04393078cbc20f6400b13cff034e13aeef484b66ea83679c22be3db,json,v0.6-public-process,qa-or-test,archival-calibration,zip-member,D0621
Z000673,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/experiments/R7P_public_trace_extended/REPORT.md,0,6593,3787,ac4b46dc,5876e2cd9a9c27704b9cb7e88f2da9769f7a952158bf8d096b389130e6f5c981,md,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0287
Z000674,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/experiments/R7P_public_trace_extended/analyze.py,0,8207,2890,2cb6ac73,a5ef5bbb6481024e974fb6f7ffb0f0a2fdfeb285e392ac246b4f8c6941e01576,py,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0549
Z000675,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/experiments/R7P_public_trace_extended/case_profiles.json,0,2765,1107,8c8fd8e5,0c6ce8d47b7582f23a816d166103327ed8fdd13193ae0323efb1fffa944151e4,json,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0039
Z000676,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/experiments/R7P_public_trace_extended/coded_events.jsonl,0,107031,12903,108400dd,bd49bcd5e4f14aae11d824d7d1217ddfe4a9ec4922e391bc732844c1a134c82e,jsonl,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0623
Z000677,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/experiments/R7P_public_trace_extended/results.json,0,13439,3775,af503406,d2d98089c93c80416adcaf3f89ec3c7fe647b6044cb8668f8ed60f96f1243402,json,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0709
Z000678,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/experiments/R7P_public_trace_extended/run.log,0,13439,3775,af503406,d2d98089c93c80416adcaf3f89ec3c7fe647b6044cb8668f8ed60f96f1243402,log,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0709
Z000679,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/crossrail/CASE_REPORT.md,0,6995,3364,0e9f5439,cd44d550567a07eea04d7ef6c793ca55b1fa5891751a3418f19dbbd0d6986803,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0691
Z000680,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/crossrail/case.json,0,11900,3633,2e5bbc63,08aaa6fd4edfeac7e7b2d9658902c8a351d8215c51b1c270444e1fa922e59386,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0030
Z000681,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/microsoft_linkedin/CASE_REPORT.md,0,6928,3357,70f03971,6ffc155ddb5d5cff222b050a77bd65d8193dbff6c598c29f537316feb8cff54f,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0359
Z000682,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/microsoft_linkedin/case.json,0,11430,3559,6a54fa48,9810bfab149cd138e376fabae830b4ec47d6c2d175bf10687bb7ab34495c54bd,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0509
Z000683,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/sgma_coordination/CASE_REPORT.md,0,7453,3570,6ca83da5,769ccfc07be67e0463142e82c88e0689194bc87737b40c4bf304a6b20a7551d2,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0381
Z000684,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/sgma_coordination/case.json,0,11252,3522,7c2344ca,3427beb2b4108856a769c9ffd94f1036415af506d08642e18a24013d108cbb9c,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0162
Z000685,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/sidewalk_toronto/CASE_REPORT.md,0,7227,3504,a3c00d9c,2e35f37e1a8d48f8391b092287f5db1a511f7ad43a60556b406c4763565817f8,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0151
Z000686,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/sidewalk_toronto/case.json,0,11451,3679,47932951,449123664352f3ff4f1dfa45794d980c4a7f997ebdbaa70aa9eae9d84b5298b3,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0208
Z000687,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/uk_open_banking/CASE_REPORT.md,0,6799,3300,a893f733,17232d972a9e86b65417a15eeae91a8006f6de7387944ab5a33bbef3d467988c,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0077
Z000688,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/uk_open_banking/case.json,0,10930,3367,9275b8fd,19b043bc5eb821b62536ceefdc5408d90f4581e5c7874e8b6f2555e4d1ebaea9,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0085
Z000689,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/README.md,0,501,404,67387f5e,592646514637ef9b07e6304e4b03d92e2727c4fc6b1187d0d29189fb3c6509e0,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0289
Z000690,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/checksums.json,0,1898,747,34a6a463,6791cbbc9dcee8fca04638b1e5819435d8f9363d17a715196410763dcab8f609,json,v0.6-public-process,integrity-metadata,archival-calibration,zip-member,D0334
Z000691,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/crossrail_sponsorship_lessons_2024.pdf,0,6651164,6379165,46da8f5d,77615ccea57e4123344aeb43229b7797db95e94e2f13ae4b67f8dd5ae97e35e1,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0386
Z000692,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/crossrail_system_integration_plan.pdf,0,538767,480102,ce38625a,786971e0213205cedd02594f2069b727c82a52ec235c8ab049b0065eb2143bbb,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0390
Z000693,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/open_banking_jroc_2023.pdf,0,1188940,1155932,e0cce04b,7570a16909796c450c82db9652fa8eeadb89fa0bd2b10c41ab538d730ee17a46,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0376
Z000694,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/open_banking_lessons_2022.pdf,0,355092,322209,2fb6032d,42db8ac6cc9aa6d36d055ba3fde49bd9e3fbacda676dac044ed6d2e4536f378e,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0203
Z000695,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/open_banking_order_2017.pdf,0,701381,545046,6859ad80,829cba4c81ccb4074e3e51b03e8c483c0d7d20896bcf031c4a97601f3ff1a1ec,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0423
Z000696,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/open_banking_roadmap_completion_2023.pdf,0,192712,174433,45716428,41d301b4234579bd0147697b1ab935d1b2662ff48314306cde10632c60686860,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0201
Z000697,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/sidewalk_dsap_supplemental.pdf,0,1209431,1095984,5ee01dae,24cae1357f002751f078239c3cc79311ccee089c0180a926d646da704d9d901a,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0123
Z000698,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/sidewalk_pda_termination.pdf,0,5340297,3782669,95ed3b56,ce867ce470771530c841457551a98b6c9cd1d2540e3d3e22652f4c48f237a64a,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0694
Z000699,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/sidewalk_round_one_feedback.pdf,0,1339953,1196500,dde71de2,44b5555c0ae0c9e1a02fb75cc9f0d4a2a1c7440ecc965a567d295edc6329f708,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0211
Z000700,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/sidewalk_threshold_resolution.pdf,0,1105635,1031097,f4ec4fa3,ad6bce096d157e3cf2dfac7df8da4aeae222505e47ef258b1e496deddcc9ebec,pdf,v0.6-public-process,rendered-document,archival-calibration,zip-member,D0570
Z000701,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/README.md,0,1408,931,78997604,248ca8bdc7dec3368328732c4ee3f45091d79e5e83ff87506053ca10a9dd9cf6,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0122
Z000702,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/case_schema.json,0,2370,686,30141db3,b38922eef7ada657b2be696546b274a507ddc6b1b9685f522a07d35fe7117f35,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0587
Z000703,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/output/summary.json,0,1376,629,de698944,762e1acd1453b632c70fc184c6c013cac39b18186cdd0ed8b0bdb136f3b50bdb,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0379
Z000704,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/output/summary.md,0,5672,3196,f6686afc,5927d3eb6f10bf4d0e4cacf0ed9e7fa45dd257d34365d4aeb76cf2cc79b37da6,md,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0290
Z000705,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/output/validation.json,0,506,176,0ab61dc1,66d4750d31b8af5816c8a1c5dd663b0faa15a6216514b9e776cc4b913fa9a507,json,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0331
Z000706,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/summarize_cases.py,0,1286,627,3158abad,3d7406d949b037cf054306d4d9e15c415d6a7489f616baaba97989aca598f54a,py,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0192
Z000707,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/validate_cases.py,0,3683,1390,0bdda800,bdf0cf02e1334cb6804c1c21e070a3edcfa45fbc758a3359f462afd6377aca9e,py,v0.6-public-process,evidence-or-decision-ledger,archival-calibration,zip-member,D0625
Z000708,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/public_trace_extension/README.md,0,707,549,59ff6b0e,1dd3fff4af2db0e7bd1b3ce43bb8eb36b2d13d09d88bab548a5beb97f8cbb60c,md,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0103
Z000709,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/public_trace_extension/import.log,0,3,5,cdd20ef5,19b8d5c59e421f037fe563007c7254eb8d98bc221b278c3db3e5fdbbfd52e273,log,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0086
Z000710,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/public_trace_extension/import_public_trace.py,0,1382,707,26225df0,aee120c8065606f5c4ebf73706cd22876216c21fe33c04c12e8174f1463272f3,py,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0575
Z000711,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,Towow_A2A_Public_Evidence_Pack_v0.6/instrument/public_trace_extension/public_trace_event.schema.json,0,1798,541,546a25f5,a2040a73b417c232a5630795ee3d4ae01cc8c1e1dcac672ac57ed1f083601419,json,v0.6-public-process,experiment-or-result,archival-calibration,zip-member,D0533
