record_id,source_path,source_sha256,heading_level,heading,line_start,line_end,phase,artifact_type
S000615,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/evidence/02_主张证据与Design_Delta总账_v0.4.md,f5699e06046ea5269991e06380245d92c667a56f87335c5aee6057305e01f34b,1,主张—证据—Design Delta 总账 v0.4,1,83,v0.4-operationalization,evidence-or-decision-ledger
S000616,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/evidence/02_主张证据与Design_Delta总账_v0.4.md,f5699e06046ea5269991e06380245d92c667a56f87335c5aee6057305e01f34b,2,A. 当前可作为统一理论骨架的主张,11,24,v0.4-operationalization,evidence-or-decision-ledger
S000617,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/evidence/02_主张证据与Design_Delta总账_v0.4.md,f5699e06046ea5269991e06380245d92c667a56f87335c5aee6057305e01f34b,2,B. 获得局部机制支持、不可普遍化,25,37,v0.4-operationalization,evidence-or-decision-ledger
S000618,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/evidence/02_主张证据与Design_Delta总账_v0.4.md,f5699e06046ea5269991e06380245d92c667a56f87335c5aee6057305e01f34b,2,C. 仍然开放、决定研究是否成立的主张,38,50,v0.4-operationalization,evidence-or-decision-ledger
S000619,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/evidence/02_主张证据与Design_Delta总账_v0.4.md,f5699e06046ea5269991e06380245d92c667a56f87335c5aee6057305e01f34b,2,D. 禁止的证据升级,51,65,v0.4-operationalization,evidence-or-decision-ledger
S000620,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/evidence/02_主张证据与Design_Delta总账_v0.4.md,f5699e06046ea5269991e06380245d92c667a56f87335c5aee6057305e01f34b,2,E. 每个新主张必须登记,66,83,v0.4-operationalization,evidence-or-decision-ledger
S000621,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,1,本体收敛构造实验：语义保真是否要求五个顶层对象,1,78,v0.4-operationalization,experiment-or-result
S000622,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,2,研究问题,7,10,v0.4-operationalization,experiment-or-result
S000623,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,2,比较的三种表示,11,21,v0.4-operationalization,experiment-or-result
S000624,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,2,生成条件,22,34,v0.4-operationalization,experiment-or-result
S000625,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,2,结果,35,45,v0.4-operationalization,experiment-or-result
S000626,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,2,结论,46,63,v0.4-operationalization,experiment-or-result
S000627,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,3,建议的归位,54,63,v0.4-operationalization,experiment-or-result
S000628,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,2,Design Delta,64,70,v0.4-operationalization,experiment-or-result
S000629,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,2,不能由本实验推出的内容,71,78,v0.4-operationalization,experiment-or-result
S000630,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,1,关系模式变化分类实验：何时应重新形成,1,83,v0.4-operationalization,experiment-or-result
S000631,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,2,研究问题,7,14,v0.4-operationalization,experiment-or-result
S000632,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,2,生成条件,15,35,v0.4-operationalization,experiment-or-result
S000633,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,2,比较策略,36,42,v0.4-operationalization,experiment-or-result
S000634,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,2,结果,43,51,v0.4-operationalization,experiment-or-result
S000635,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,2,操作性结论,52,64,v0.4-operationalization,experiment-or-result
S000636,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,2,Design Delta,65,75,v0.4-operationalization,experiment-or-result
S000637,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,2,不能由本实验推出的内容,76,83,v0.4-operationalization,experiment-or-result
S000638,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/sample_case/README.md,f52777b349847a30a86e92c45a1d56a7350f6083efcba3978ae3e81608874a7b,1,虚构样例：14 天企业 AI 只读试点,1,54,v0.4-operationalization,instrument-or-code
S000639,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/sample_case/README.md,f52777b349847a30a86e92c45a1d56a7350f6083efcba3978ae3e81608874a7b,2,情境,5,19,v0.4-operationalization,instrument-or-code
S000640,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/sample_case/README.md,f52777b349847a30a86e92c45a1d56a7350f6083efcba3978ae3e81608874a7b,2,运行,20,38,v0.4-operationalization,instrument-or-code
S000641,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/sample_case/README.md,f52777b349847a30a86e92c45a1d56a7350f6083efcba3978ae3e81608874a7b,2,此样例展示了什么,39,48,v0.4-operationalization,instrument-or-code
S000642,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/sample_case/README.md,f52777b349847a30a86e92c45a1d56a7350f6083efcba3978ae3e81608874a7b,2,此样例没有证明什么,49,54,v0.4-operationalization,instrument-or-code
S000643,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,1,Towow Fieldkit v0.4,1,199,v0.4-operationalization,instrument-or-code
S000644,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,2,它解决什么,5,19,v0.4-operationalization,instrument-or-code
S000645,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,2,它明确不解决什么,20,31,v0.4-operationalization,instrument-or-code
S000646,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,2,最小事实结构,32,43,v0.4-operationalization,instrument-or-code
S000647,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,2,安装与测试,44,57,v0.4-operationalization,instrument-or-code
S000648,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,2,基本流程,58,179,v0.4-operationalization,instrument-or-code
S000649,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,1. 建立案例,60,67,v0.4-operationalization,instrument-or-code
S000650,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,2. 登记权威域,68,78,v0.4-operationalization,instrument-or-code
S000651,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,3. 写入私有前态与 Mandate,79,92,v0.4-operationalization,instrument-or-code
S000652,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,4. 建立关系版本,93,101,v0.4-operationalization,instrument-or-code
S000653,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,5. 记录探问、拒绝、反条件和现实动作,102,138,v0.4-operationalization,instrument-or-code
S000654,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,6. 判断模式变化,139,151,v0.4-operationalization,instrument-or-code
S000655,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,7. 检查是否可编译,152,161,v0.4-operationalization,instrument-or-code
S000656,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,8. 验证和指标,162,170,v0.4-operationalization,instrument-or-code
S000657,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,9. 独立裁决与导出,171,179,v0.4-operationalization,instrument-or-code
S000658,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,2,推荐最小事件序列,180,196,v0.4-operationalization,instrument-or-code
S000659,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,2,样例,197,199,v0.4-operationalization,instrument-or-code
S000660,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/qa/RELEASE_QA.md,4734ba7e58fb1ddc0c9b68e2bae3488b438860032f2a4d8e5cfa4a4597392c01,1,v0.4 发布 QA,1,32,v0.4-operationalization,qa-or-test
S000661,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/qa/RELEASE_QA.md,4734ba7e58fb1ddc0c9b68e2bae3488b438860032f2a4d8e5cfa4a4597392c01,2,已运行检查,6,21,v0.4-operationalization,qa-or-test
S000662,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/qa/RELEASE_QA.md,4734ba7e58fb1ddc0c9b68e2bae3488b438860032f2a4d8e5cfa4a4597392c01,2,QA 不证明的内容,22,32,v0.4-operationalization,qa-or-test
S000663,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,1,R7 现实实验入口,1,61,v0.4-operationalization,specification-or-protocol
S000664,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,2,现在需要 Owner 提供的最小资源,3,29,v0.4-operationalization,specification-or-protocol
S000665,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,3,第一批：校准材料,5,11,v0.4-operationalization,specification-or-protocol
S000666,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,3,第二批：2 个 live candidate,12,22,v0.4-operationalization,specification-or-protocol
S000667,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,3,还需要,23,29,v0.4-operationalization,specification-or-protocol
S000668,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,2,企业介绍和需求单够不够,30,35,v0.4-operationalization,specification-or-protocol
S000669,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,2,撮合者有没有用,36,39,v0.4-operationalization,specification-or-protocol
S000670,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,2,推荐首例,40,43,v0.4-operationalization,specification-or-protocol
S000671,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,2,Owner 交付候选案例的七行格式,44,61,v0.4-operationalization,specification-or-protocol
S000672,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,1,R7：首个真实 Principal 最小原则性实验 v0.2,1,266,v0.4-operationalization,specification-or-protocol
S000673,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,1. 要判别的核心命题,5,18,v0.4-operationalization,specification-or-protocol
S000674,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,2. 为什么首例必须是真实关系,19,32,v0.4-operationalization,specification-or-protocol
S000675,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,3. 推荐任务：14 天企业 AI 只读试点,33,75,v0.4-operationalization,specification-or-protocol
S000676,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,3.1 基本情境,35,54,v0.4-operationalization,specification-or-protocol
S000677,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,3.2 为什么它适合作为首例,55,63,v0.4-operationalization,specification-or-protocol
S000678,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,3.3 合格的最小现实动作,64,75,v0.4-operationalization,specification-or-protocol
S000679,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,4. 参与者结构,76,91,v0.4-operationalization,specification-or-protocol
S000680,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,5. 进入标准,92,104,v0.4-operationalization,specification-or-protocol
S000681,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,6. 排除标准,105,118,v0.4-operationalization,specification-or-protocol
S000682,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,7. 实验阶段,119,157,v0.4-operationalization,specification-or-protocol
S000683,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,R7-0：历史案例校准，不作因果证明,121,133,v0.4-operationalization,specification-or-protocol
S000684,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,R7-A：两例前瞻性可行性试运行,134,146,v0.4-operationalization,specification-or-protocol
S000685,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,R7-B：预注册的小样本比较,147,157,v0.4-operationalization,specification-or-protocol
S000686,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,8. 每位参与者实际要做什么,158,181,v0.4-operationalization,specification-or-protocol
S000687,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,实验前,160,166,v0.4-operationalization,specification-or-protocol
S000688,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,形成过程中,167,174,v0.4-operationalization,specification-or-protocol
S000689,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,现实执行后,175,181,v0.4-operationalization,specification-or-protocol
S000690,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,9. 冻结前态,182,195,v0.4-operationalization,specification-or-protocol
S000691,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,10. 严格形成判据,196,209,v0.4-operationalization,specification-or-protocol
S000692,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,11. 主要终点,210,245,v0.4-operationalization,specification-or-protocol
S000693,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,主要终点：稳定处置真实性,212,232,v0.4-operationalization,specification-or-protocol
S000694,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,3,次要终点,233,245,v0.4-operationalization,specification-or-protocol
S000695,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,12. 停止与安全规则,246,258,v0.4-operationalization,specification-or-protocol
S000696,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,2,13. 结果解释纪律,259,266,v0.4-operationalization,specification-or-protocol
S000697,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,1,Owner 资源与执行手册：你具体需要找什么、带谁进来、让他们做什么,1,327,v0.4-operationalization,specification-or-protocol
S000698,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,2,先给结论,5,16,v0.4-operationalization,specification-or-protocol
S000699,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,2,一、你现在最先需要做的事,17,74,v0.4-operationalization,specification-or-protocol
S000700,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,A. 找 3–5 个历史撮合案例,19,36,v0.4-operationalization,specification-or-protocol
S000701,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,B. 找 2 个正在发生的低风险事项,37,51,v0.4-operationalization,specification-or-protocol
S000702,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,C. 把真实有权的人带进来,52,74,v0.4-operationalization,specification-or-protocol
S000703,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,2,二、什么样的案例最合适,75,97,v0.4-operationalization,specification-or-protocol
S000704,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,不适合的案例,86,97,v0.4-operationalization,specification-or-protocol
S000705,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,2,三、你需要向案例方索取什么材料,98,127,v0.4-operationalization,specification-or-protocol
S000706,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,进入筛选时只需要,100,110,v0.4-operationalization,specification-or-protocol
S000707,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,确定进入实验后需要,111,127,v0.4-operationalization,specification-or-protocol
S000708,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,2,四、参与者来了以后具体做什么,128,213,v0.4-operationalization,specification-or-protocol
S000709,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,第一次：私有访谈，30–45 分钟,130,146,v0.4-operationalization,specification-or-protocol
S000710,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,第二次：确认 Agent Mandate，10–15 分钟,147,162,v0.4-operationalization,specification-or-protocol
S000711,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,形成过程：1–3 轮短交互,163,175,v0.4-operationalization,specification-or-protocol
S000712,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,3,现实 probe：一次小动作,176,189,v0.4-operationalization,specification-or-protocol
