record_id,relative_path,size_bytes,sha256,extension,phase,artifact_type,evidence_role,status,duplicate_group
P0100,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/evidence/02_主张证据与Design_Delta总账_v0.4.md,4381,f5699e06046ea5269991e06380245d92c667a56f87335c5aee6057305e01f34b,md,v0.4-operationalization,evidence-or-decision-ledger,supporting-material,historical-source-or-working-artifact,D0835
P0103,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/ontology_reduction/REPORT.md,4187,92113bf744c047a08a0ad62c21c7c6a891ea7a7d05f944c5c3783c87c7004156,md,v0.4-operationalization,experiment-or-result,mechanism-test-or-result,historical-source-or-working-artifact,D0478
P0105,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/experiments/schema_change_classifier/REPORT.md,4004,1e8b63c049353fd0c6c8328130033595c54369757b101c47c92540180d104e75,md,v0.4-operationalization,experiment-or-result,mechanism-test-or-result,historical-source-or-working-artifact,D0106
P0108,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/sample_case/README.md,2197,f52777b349847a30a86e92c45a1d56a7350f6083efcba3978ae3e81608874a7b,md,v0.4-operationalization,instrument-or-code,archival-calibration,historical-source-or-working-artifact,D0832
P0109,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/sample_case/change_report.json,10987,fca0ace82d8ae63b0617bc2e63b67bedbde9a9f11aea2f48417ff63bb90604a9,json,v0.4-operationalization,instrument-or-code,archival-calibration,historical-source-or-working-artifact,D0853
P0110,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/sample_case/compile_readiness.json,463,96277f759b8f80d4952b1753e6711302f20552ba03a718a82a642a953cd40721,json,v0.4-operationalization,instrument-or-code,archival-calibration,historical-source-or-working-artifact,D0500
P0112,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md,5957,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,md,v0.4-operationalization,instrument-or-code,supporting-material,historical-source-or-working-artifact,D0393
P0114,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/qa/RELEASE_QA.md,1265,4734ba7e58fb1ddc0c9b68e2bae3488b438860032f2a4d8e5cfa4a4597392c01,md,v0.4-operationalization,qa-or-test,implementation-assurance,historical-source-or-working-artifact,D0221
P0116,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/00_READ_ME_FIRST.md,2182,dc177edad332224cad8e0b3600326f09628f57c3d63e57c43b1073c755e1b7c6,md,v0.4-operationalization,specification-or-protocol,supporting-material,historical-source-or-working-artifact,D0746
P0117,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/01_R7_最小原则性实验_v0.2.md,10375,0a212208acd594224d8860444c34c5854d5a61a56e8a133d2829b3b42b0f8708,md,v0.4-operationalization,specification-or-protocol,supporting-material,historical-source-or-working-artifact,D0036
P0118,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/02_Owner_资源与执行手册.md,12894,ace4f9eb3eeaea742021526336e5dc2625fb60cf589d05b5c59e624288a119a8,md,v0.4-operationalization,specification-or-protocol,supporting-material,historical-source-or-working-artifact,D0569
P0119,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/real_world_protocol/04_示例案例_企业AI只读试点.md,5860,87941802972875c2298cf984da08239ff90692afe47cfdce31611d8d06fa99ec,md,v0.4-operationalization,specification-or-protocol,supporting-material,historical-source-or-working-artifact,D0449
P0121,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/roadmap/01_下一阶段研究程序.md,8486,f49dd8cee7a730e56e18e230c25af88f12dceee104dfcc27a20ab9ddfe4d8f11,md,v0.4-operationalization,research-program,supporting-material,historical-source-or-working-artifact,D0827
P0123,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/spec/01_最小协议内核_v0.4.md,5728,8ce9bf2bb9f9036f984396ed37b16fddc07b829626deb487ec9d1f26eb073154,md,v0.4-operationalization,specification-or-protocol,supporting-material,historical-source-or-working-artifact,D0461
P0125,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/theory/01_统一理论重建_v0.4.md,22220,c29dc4212e5e8bedb59098d4381b39a84f39be8e65b9f11d55795e3ccf75e1b6,md,v0.4-operationalization,theory,synthesis-or-claim,historical-source-or-working-artifact,D0645
P0126,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/theory/02_关系模式操作化_v0.4.md,12905,67fb11d5150a706e4935e9fe7a351e3d4095ff4645553d2c066faf4bd4062d63,md,v0.4-operationalization,theory,synthesis-or-claim,historical-source-or-working-artifact,D0336
P0127,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/theory/03_最小本体与概念收敛_v0.4.md,10117,82f063338a2cc2eec7aa2858d6d85e74d857af449feb6f90ebcca65c8a7a1694,md,v0.4-operationalization,theory,synthesis-or-claim,historical-source-or-working-artifact,D0426
P0128,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip,205438,0172ea2fed6b08f52289d5bbbdcdfd1fa54f277c166c5c056d074a29c3c2e914,zip,v0.4-operationalization,archive-container,source-container,packaged-or-rendered-copy,
P0129,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip.sha256,106,292e80c12c373e686b63afb0fa380dd011cd4fc658d994b0f1c36441430f0987,sha256,v0.4-operationalization,integrity-metadata,provenance-or-integrity,historical-source-or-working-artifact,
P0131,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/00_EXECUTIVE_SYNTHESIS_v0.6.md,3666,a196141a028b8bf12363eb6fafdaa15785a8477c7508b117693c2f94a1e7e139,md,v0.6-public-process,orientation,supporting-material,historical-source-or-working-artifact,D0532
P0133,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/evidence/07_七案跨案例综合_v0.6.md,3232,c7e7116ba8634776b0f3d9e0ed12da7693ef5da32f196732326600d812d5d53e,md,v0.6-public-process,evidence-or-decision-ledger,supporting-material,historical-source-or-working-artifact,D0670
P0136,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/experiments/R7P_public_trace_extended/REPORT.md,6593,5876e2cd9a9c27704b9cb7e88f2da9769f7a952158bf8d096b389130e6f5c981,md,v0.6-public-process,experiment-or-result,archival-calibration,historical-source-or-working-artifact,D0287
P0138,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/methods/02_跨制度公开过程编码手册_v0.6.md,3638,b38ba94416be138fbac3daa7aaa0ddeaac6e52315d0b08b881d3fc88c677aca3,md,v0.6-public-process,text-source,supporting-material,historical-source-or-working-artifact,D0588
P0140,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/qa/V0_6_QA.md,438,6c1fc67d9f992601e39a99f5f7f04c5ccd8c3d236e11aaad4f518415b7670d7b,md,v0.6-public-process,qa-or-test,implementation-assurance,historical-source-or-working-artifact,D0347
P0142,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/roadmap/03_v0.6之后的研究程序.md,1932,405dffa5e4b93813c61c812886646f3dea060c1ec44381e7709d8bc08aeac124,md,v0.6-public-process,research-program,supporting-material,historical-source-or-working-artifact,D0198
P0144,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/theory/06_制度框架_关系版本与Standing_v0.6.md,2975,b700a251ce5a6bdd637c089f8b6ae28af0b09c3db701d9edbb844bb9756c5445,md,v0.6-public-process,theory,synthesis-or-claim,historical-source-or-working-artifact,D0604
P0145,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/theory/07_Enacted_Schema_稳定向量与编译_v0.6.md,2722,6a2b889c710734800e3992c2034ade4a3e4391739b609ca8ff615a3cb39418b4,md,v0.6-public-process,theory,synthesis-or-claim,historical-source-or-working-artifact,D0339
P0146,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip,16775907,7123727eea6b382b87f66cc73862c0889f0f03157e275aa6704aada04f56f8ca,zip,v0.6-public-process,archive-container,source-container,packaged-or-rendered-copy,
P0147,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip.sha256,106,7fd1cfcff92f667d631ff0ddeb6fb47700e2a44ecbb475c3dfdf31ba2c2e0f55,sha256,v0.6-public-process,integrity-metadata,provenance-or-integrity,historical-source-or-working-artifact,
P0148,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip,21208588,f42e20e2cf5ec12068660ba0e64868ba7c989f67518bdeae45feef486e1b78b9,zip,v0.7-opc-focus,archive-container,source-container,packaged-or-rendered-copy,
P0149,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip.sha256,106,f98b5d11d45f657aa70231d2dcf0f8dfc6cf400812c7e47bcba2cc94c3e0e4dd,sha256,v0.7-opc-focus,integrity-metadata,provenance-or-integrity,historical-source-or-working-artifact,
P0153,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7_release/experiments/archival_three_mechanism_replay/REPORT.md,1425,2d694dceba9c555c04981f145d14db96943f54a0b17d4bc02bf051dcd4d6580e,md,v0.7-opc-focus,experiment-or-result,mechanism-test-or-result,historical-source-or-working-artifact,D0148
P0155,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7_release/experiments/blind_checkpoint/REPORT.md,1681,e8d9e7e32db14891b109a19b89ff0cba07650f0506317f434288a0a11c134268,md,v0.7-opc-focus,experiment-or-result,mechanism-test-or-result,historical-source-or-working-artifact,D0793
P0157,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7_release/experiments/opc_mechanism_replay/REPORT.md,2147,d33419b45038cbd4ba879277c91a8ac5debff1887e6aa6da203748864830cae1,md,v0.7-opc-focus,experiment-or-result,mechanism-test-or-result,historical-source-or-working-artifact,D0711
P0159,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7_release/experiments/qdr_temporal_analysis/DATA_ACCESS_NOTICE.md,1365,ac570150e3b94d89502e17fe2066bb60a002ba9882678b337c29afb24ce48741,md,v0.7-opc-focus,experiment-or-result,archival-calibration,historical-source-or-working-artifact,D0567
P0160,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7_release/experiments/qdr_temporal_analysis/REPORT.md,5360,ccc1ad3c119355b4b240c9382f744aad84ff71116308496d0e7df6223c32f096,md,v0.7-opc-focus,experiment-or-result,archival-calibration,historical-source-or-working-artifact,D0689
P0163,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7_release/instrument/opc_fieldkit_v0.7/README.md,4247,ba4c6c1c822eb89a11fba018b5b0b2889f3761d6765c7274321cc4dd9a39dcfd,md,v0.7-opc-focus,instrument-or-code,supporting-material,historical-source-or-working-artifact,D0611
P0165,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7_release/spec/02_OPC全流程系统规范_v0.7.md,4031,f6025ebc96cbddcf3d84684fb491a7fb9ef3550e8d3f36ab81108fd1efb30472,md,v0.7-opc-focus,specification-or-protocol,supporting-material,historical-source-or-working-artifact,D0838
P0167,02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7_release/theory/08_OPC_主权代理操作系统_v0.7.md,6408,c4e558cd70dea7759c6f45778fd0616a5226447056e1a19e33e1819939687015,md,v0.7-opc-focus,theory,synthesis-or-claim,historical-source-or-working-artifact,D0658
P0168,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip,16298657,ff88e568e80af935a157d7f2f1e2cc14b26088646bca7ef4c12e65af06c976ac,zip,v0.6-public-process,archive-container,archival-calibration,packaged-or-rendered-copy,
P0169,02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip.sha256,106,8bae0165ad3dda0108d76051d0fa5055823da426e129ad53fa4ef3fb851560ad,sha256,v0.6-public-process,integrity-metadata,archival-calibration,historical-source-or-working-artifact,
P0170,02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip,103827,a33224e9e9c785b8b3234604cd86562bc173bdff6f732171a37dc192eb91a448,zip,v0.4-operationalization,archive-container,source-container,packaged-or-rendered-copy,
P0171,02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip.sha256,99,8c40ba525330ba300db1b71b022859b4f741158c2e39d5f78db4d9282b4e617e,sha256,v0.4-operationalization,integrity-metadata,provenance-or-integrity,historical-source-or-working-artifact,
P0172,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,81658555,747bc986156ec108839ed181945c632b0fdbc774a09990835a5a785fe56fc278,zip,pre-rebuild-handoff,archive-container,source-container,packaged-or-rendered-copy,
P0173,02_WORKSPACE_SNAPSHOT/Towow_A2A_v0.7_EXECUTIVE_SYNTHESIS.md,2566,19ed09d1cc36a2e327191df5b7dab837f4cea22139c83a1b9225b19d12a837ca,md,v0.7-opc-focus,text-source,supporting-material,historical-source-or-working-artifact,D0087
P0174,02_WORKSPACE_SNAPSHOT/Towow_A2A_v0.7_RELEASE_QA.md,866,865343e421e260a2d47063d947a81bc013a6c9f1bb6656cd7c23a00b69ddd537,md,v0.7-opc-focus,qa-or-test,implementation-assurance,historical-source-or-working-artifact,D0438
P0177,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/human_study/OWNER_最小资源请求与招募说明.md,1795,8d29de60d23009a1cf76284a7c4e5325fd7e898ad29bc730551d88c051f6e781,md,v1.1-executable-closure,text-source,supporting-material,historical-source-or-working-artifact,
P0178,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/human_study/通爻_OPC真人实验完整方案书_v1.1.docx,619952,b8b6a558dbf55dcca7ccddba3bc2bea845cfbdee55d0ad9be440e4ce6c7f8d92,docx,v1.1-executable-closure,rendered-document,supporting-material,packaged-or-rendered-copy,
P0179,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/human_study/通爻_OPC真人实验完整方案书_v1.1.md,57840,926abf8a318a47130e0bf39395421eb47ca29cfc250ad5dcb04f73fc2eb6b05f,md,v1.1-executable-closure,text-source,supporting-material,historical-source-or-working-artifact,
P0180,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/human_study/通爻_OPC真人实验完整方案书_v1.1.pdf,1583722,6e8a84aca3680de7367e88077b5ca1310646c0ea53685005d1c516e8a37c4c93,pdf,v1.1-executable-closure,rendered-document,supporting-material,packaged-or-rendered-copy,
P0183,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/instrument/fieldkit_v0.8/README.md,1291,03f9ce7f2bfeed391bab61409e2ea573e914d1051582c29a7176066973ef71a6,md,v1.1-executable-closure,instrument-or-code,supporting-material,historical-source-or-working-artifact,
P0185,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,254722,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,md,v1.1-executable-closure,paper-or-monograph,synthesis-or-claim,historical-source-or-working-artifact,
P0188,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/qa/render_docx_paper_release/paper_v11_final2.pdf,6490564,cffba4b0d2c9618b5a26c6e3e9fb2a1358aa03ec6c68bb9e3700169166a8e5a1,pdf,v1.1-executable-closure,rendered-document,supporting-material,packaged-or-rendered-copy,
P0190,02_WORKSPACE_SNAPSHOT/Towow_Unified_Paper_v1.0_formal/CONTENT_LOSS_AUDIT.md,12700,db9ed43a55e0be79a4375f5268f651578cbfe7af83e1785ec1a1bd8fa7daa5c8,md,v1.0-formal-reconstruction,paper-or-monograph,synthesis-or-claim,historical-source-or-working-artifact,D0745
P0191,02_WORKSPACE_SNAPSHOT/Towow_Unified_Paper_v1.0_formal/FORMAL_PAPER_QA.md,3766,227de5e15145c8cbcf2961b51a9156dd10e42fed2df86fcbf867f0b324f6fed2,md,v1.0-formal-reconstruction,qa-or-test,implementation-assurance,historical-source-or-working-artifact,D0119
P0192,02_WORKSPACE_SNAPSHOT/Towow_Unified_Paper_v1.0_formal/REVISION_NOTE_v0.7_to_v1.0.md,4520,6ae7ab5cd84b9dc4d37348e5cca266bc16e498bdb2a35052c2193461920d1c4c,md,v1.0-formal-reconstruction,paper-or-monograph,synthesis-or-claim,historical-source-or-working-artifact,D0341
P0193,02_WORKSPACE_SNAPSHOT/Towow_Unified_Paper_v1.0_formal/通爻_主权智能主体共同现实形成_正式论文_v1.0.docx,2651978,837358dd8aab1e63090527861f724f4d7cb76742b686617427ec7cc9ed9ad136,docx,v1.0-formal-reconstruction,rendered-document,supporting-material,packaged-or-rendered-copy,D0429
P0194,02_WORKSPACE_SNAPSHOT/Towow_Unified_Paper_v1.0_formal/通爻_主权智能主体共同现实形成_正式论文_v1.0.md,206120,7f92cd950ddb796f193509529268f22b12ab1de3a6139ee71ffa13d0ecc1a65e,md,v1.0-formal-reconstruction,paper-or-monograph,synthesis-or-claim,historical-source-or-working-artifact,D0408
P0195,02_WORKSPACE_SNAPSHOT/Towow_Unified_Paper_v1.0_formal/通爻_主权智能主体共同现实形成_正式论文_v1.0.pdf,5417297,cb2adafef604f84dde8a97385e8fe0bc1ce08cdee5ecd2a4fedd5c1a3c2e5690,pdf,v1.0-formal-reconstruction,rendered-document,supporting-material,packaged-or-rendered-copy,D0682
P0197,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/00_RESEARCH_RESET_v1.2.md,7164,1557f1b998822e5ec5af4ffa3980eec0eeb47b739c7c7751ce8134bb2fad6753,md,v1.2-decision-reset,research-program,supporting-material,current-program-at-archive-cutoff,D0069
P0199,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/Q1_Central_Baseline/README.md,3470,a2264aa0381f89239ae8d73400e1ea300c813782c6a1cdc63fe12445b93438b3,md,v1.2-decision-reset,research-program,supporting-material,current-program-at-archive-cutoff,D0534
P0200,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/Q1_Central_Baseline/preregistration.json,1579,af4773aee8407c79d2bb6f8e6b768d264fc1d37fcc0e1ca672681e02a6ea0721,json,v1.2-decision-reset,research-program,supporting-material,current-program-at-archive-cutoff,D0579
P0202,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/Q2_Explainback_Probe/PROTOCOL.md,2815,01158bf31777c099a0d2bdbfdaf51e7b57c02b36f5e8217650e7e9958d920afd,md,v1.2-decision-reset,specification-or-protocol,supporting-material,current-program-at-archive-cutoff,D0003
P0204,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/Q3_Single_Case_Formation/PROTOCOL.md,2813,9de30c392d63afa6afca6f035c6ce21838d6d96dcafbd47c7ead862bfc90d25c,md,v1.2-decision-reset,specification-or-protocol,archival-calibration,current-program-at-archive-cutoff,D0524
P0206,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/Q4_Router_Blind_Eval/PROTOCOL.md,1780,38b7d60daafb2874dd0ad72c46437cac6ce21cd8f475b3a08c255f7118b48099,md,v1.2-decision-reset,specification-or-protocol,supporting-material,current-program-at-archive-cutoff,D0181
P0207,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/README.md,1092,0c702f27aa0f182fcd2abfe1edfd023bdb51bd4554cc2fcdfa051f21997c5a0a,md,v1.2-decision-reset,research-program,supporting-material,current-program-at-archive-cutoff,D0040
P0209,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/evidence/decision_ledger.csv,3716,2d7223d9f157198c8ceeee04e63d1531b6ee12d73eb15db7519ce125ef4d6966,csv,v1.2-decision-reset,evidence-or-decision-ledger,supporting-material,current-program-at-archive-cutoff,D0149
P0210,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/evidence/evidence_reclassification.csv,3006,8fa18e09a003f6abc6ee12ba569996171b85533c931c157e08140966a7351319,csv,v1.2-decision-reset,evidence-or-decision-ledger,supporting-material,current-program-at-archive-cutoff,D0471
P0211,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program.zip,41268,083c2ea39aa0e5eb6ddc7ad3ec4fe2e3f184c12011934d777fe427419d3a9bdd,zip,v1.2-decision-reset,archive-container,source-container,current-program-at-archive-cutoff,
P0212,02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program.zip.sha256,98,60994fa505b0e723dee1a2bc99a6ac54e738f89dc2c4bebd898eb9fcd3a7abc3,sha256,v1.2-decision-reset,integrity-metadata,provenance-or-integrity,current-program-at-archive-cutoff,
P0213,02_WORKSPACE_SNAPSHOT/Towow_正式统一论文_v1.0_完整包.zip,12063201,7b98f605de77b64b3a8662ae2b66e30d99e7687d87a744398e8f29399eed9a92,zip,v1.0-formal-reconstruction,archive-container,source-container,packaged-or-rendered-copy,
P0214,02_WORKSPACE_SNAPSHOT/Towow_正式统一论文_v1.0_完整包.zip.sha256,110,a5affd3eb301d2ada39a63913a9c5f9ac094e04fe3c3ffefe0d07e1bf97bccdd,sha256,v1.0-formal-reconstruction,integrity-metadata,provenance-or-integrity,historical-source-or-working-artifact,
P0215,02_WORKSPACE_SNAPSHOT/doi-10.5064-f6qhvgui.zip,21700567,a2f06731ce7a0441d51ea6b1ef3d88caa9f2312dca8abae65cd7b1482d48cc35,zip,qdr-public-data,archive-container,source-container,packaged-or-rendered-copy,
P0216,02_WORKSPACE_SNAPSHOT/分支 · 组织AI大脑构建思考.txt,7496,50f35b8a10edbd47ec5f8d7b8804e5b13fa2ea7e9a21605c6e6f4aff128608fe,txt,interaction-correction,text-source,supporting-material,current-archive-metadata,D0257
P0217,02_WORKSPACE_SNAPSHOT/通爻_A2A_独立初步研究判断_v0.1.md,22149,3d0d161a0df4cef8a6ebc0ee211f881ddb25ebbf554ea7b161cf705f47596490,md,v0.1-initial-judgment,text-source,supporting-material,historical-source-or-working-artifact,
P0218,02_WORKSPACE_SNAPSHOT/通爻_主权代理操作系统_统一论文_v0.7.docx,1681516,3084e816435d31ec667347cabcf7d1fd9534c3195e476cfa110ceae819077ea1,docx,v0.7-opc-focus,rendered-document,supporting-material,packaged-or-rendered-copy,D0155
P0219,02_WORKSPACE_SNAPSHOT/通爻_主权代理操作系统_统一论文_v0.7.md,41496,8780f12ed446fa05d9a80706f9e7a6371cde983e278f13e6d963cb8d64209745,md,v0.7-opc-focus,paper-or-monograph,synthesis-or-claim,historical-source-or-working-artifact,D0447
P0220,02_WORKSPACE_SNAPSHOT/通爻_主权代理操作系统_统一论文_v0.7.pdf,1739363,61dffaac40aca49c647a8db8bd27dafd9b944d4882d22d4ff4de457ec27fb5f3,pdf,v0.7-opc-focus,rendered-document,supporting-material,packaged-or-rendered-copy,D0312
P0221,CHECKSUMS.sha256,35147,aa15fa00ece1ceaec2bf82f1d16c602f5ef8a86aecd0782960e49550c31efb75,sha256,archive-orientation,integrity-metadata,provenance-or-integrity,current-archive-metadata,
P0222,MANIFEST.csv,55143,69b0fbc3cd6d83989627612e3c181c732514ec6e31a01d4602982665edb78db2,csv,archive-orientation,manifest,provenance-or-integrity,current-archive-metadata,
P0223,MANIFEST.json,73258,0be838b002161bf10ca2d507b072c7505aed4cd5238d42d12fd7e0765a8dad87,json,archive-orientation,manifest,provenance-or-integrity,current-archive-metadata,
P0224,PACKAGE_SUMMARY.json,2024,ef6fa7feddc879b2ff1d5dadd7c4e8ecd09a33fafd33cd2ea1ff07a59faeb262,json,archive-orientation,structured-data,supporting-material,current-archive-metadata,
P0225,SOURCE_TREE.txt,24983,26751cf8098866b24438f2e55f518bf6519c45e54e67eedae801fa8847a78ef3,txt,archive-orientation,text-source,supporting-material,current-archive-metadata,
